Product_Name,Actual_price,Sale_price,Review,Rattings,Offer,Camera,Processor,Battery,Memory,Display,Avg_rating
Kechaoda A26_rose gold,1499,949,15,509,36% off,0MP | 0MP Front Camera,NA Processor,800 mAh Battery,32 MB RAM | 16 GB ROM | Expandable Upto 32 MB,1.68 cm (0.66 inch) NA Display,3.9
Kechaoda K9,1499,1275,298,3583,14% off,0.3MP Rear Camera,1 Year Manufacturer Warranty,1700 mAh Battery,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,4.1
Nokia 106,1699,1198,281,4923,29% off,1000 mAh Battery,1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,SC6531E Processor,32 MB RAM | 32 MB ROM,17.02 cm (6.7 inch) Display,3.8
Kechaoda K200,1620,998,14,407,38% off,0.3MP Rear Camera,1 Year Company Domestic Warranty by Company Authorized Service Center.,400 mAh Battery,32 MB RAM | 32 MB ROM,3.3 cm (1.3 inch) Display,4
Kechaoda 888_black,1999,1739,11,240,13% off,0.3MP + 0MP | 0MP Front Camera,NA Processor,3000 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 32 MB,4.57 cm (1.8 inch) NA Display,4.2
"Google Pixel 8a (Obsidian, 256 GB)",59999,44999,583,7153,25% off,64MP + 13MP | 13MP Front Camera,Tensor G3 Processor,4404 mAh Battery,8 GB RAM | 256 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,4.3
"OPPO A3x (Ocean Blue, 64 GB)",12999,8999,72,1112,30% off,8MP Rear Camera | 5MP Front Camera,6s 4G Gen1 Processor,5100 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,4.1
"OPPO A3x (Nebula Red, 128 GB)",13999,9999,72,1112,28% off,8MP Rear Camera | 5MP Front Camera,6s 4G Gen1 Processor,5100 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,4.1
"vivo T3 Ultra (Frost Green, 256 GB)",39999,31999,748,9734,20% off,50MP + 8MP | 50MP Front Camera,Dimensity 9200+ Processor,5500 mAh Battery,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,4.5
"IQOO Z9S 5G (Titanium Matte, 256 GB)",27999,23400,531,8518,16% off,50MP + 50MP | 2MP Dual Front Camera,MediaTek Dimensity 7300 5G Processor,5500 mAh Battery,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Full HD+ AMOLED Display,4.4
"Apple iPhone 14 (Blue, 128 GB)",59900,52990,11692,313551,11% off,12MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A15 Bionic Chip, 6 Core Processor Processor",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,4.6
Samsung 1200,1699,797,295,4223,53% off,0.3MP Rear Camera,NO WARRANTY,800 mAh Battery,32 MB RAM | 32 MB ROM,3.81 cm (1.5 inch) Display,3.1
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"realme Gt 7 (Icesense Blue, 256 GB)",48999,39999,1,29,18% off,50MP + 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,Dimensity Processor,7000 mAh Battery,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ AMOLED Display,4.6
"Samsung Galaxy A16 5G (Light Green, 128 GB)",21499,17499,183,3137,18% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.2
"CMF by Nothing Phone 2 Pro (Orange, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"OnePlus 13s 5G (Green Silk, 256 GB)",57999,54990,24,265,5% off,50MP Rear Camera,1 Year Warranty,5850 mAh Battery,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,4.5
"MOTOROLA Razr 60 (PANTONE Spring Bud, 256 GB)",54999,49999,41,355,9% off,50MP + 13MP | 32MP Front Camera,Dimensity 7400X Processor,4500 mAh Battery,8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Full HD+ Display,4.5
"Snectian Rock Z Flip Dual Sim |Keypad Mobile| with 2.4"" Display Call & SMS Indicator",2499,2161,9,155,13% off,2MP Rear Camera,1 Month WARRANTY,1800 mAh Battery,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,3.9
"OnePlus Nord CE4 (Celadon Marble, 128 GB)",24999,21870,1341,23940,12% off,50MP Rear Camera,OxygenOS 14.0 Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,4.4
GFive SHARK,999,839,70,744,16% off,0.3MP Rear Camera,3 Month Manufacturer Warranty,1000 mAh Battery,32 MB RAM | 64 MB ROM,4.57 cm (1.8 inch) Display,3.5
Jio Bharat V4,1899,798,4,136,57% off,0.3MP + 0.3MP,mediatek Processor,1000 mAh Battery,20 MB RAM | 20 MB ROM | Expandable Upto 128 GB,4.5 cm (1.77 inch) VGA Display,3.8
"OPPO F29 5G (Glacier Blue, 256 GB)",30999,25999,105,1720,16% off,50MP + 2MP | 16MP Front Camera,6 Gen 1 Processor,6500 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.3
"vivo Y400 Pro 5G (Fest Gold, 256 GB)",31999,26999,14,291,15% off,50MP + 2MP | 32MP Front Camera,Dimensity 7300 Processor,5500 mAh Battery,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,4.4
"OPPO F29 5G (Solid Purple, 256 GB)",30999,25999,105,1720,16% off,50MP + 2MP | 16MP Front Camera,6 Gen 1 Processor,6500 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.3
"vivo Y400 Pro 5G (Freestyle White, 256 GB)",31999,26999,14,291,15% off,50MP + 2MP | 32MP Front Camera,Dimensity 7300 Processor,5500 mAh Battery,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,4.4
"I Kall K444 Keypad Mobile Phone with 2.4inch Display, 2500mAh Battery",1999,854,2,45,57% off,0.3MP Rear Camera,1 Year Manufacturing Warranty for Product and 6 Month Warranty on Accessories.,2500 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) Display,3.7
Jmax Touch,2199,999,2,20,54% off,1MP Rear Camera,1 Year Service Center Warranty,3000 mAh Battery,32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,3.7
Kechaoda K9,1599,1195,298,3583,25% off,0.3MP Rear Camera,1 Year Company Domestic Warranty by Company Authorized Service Center.,1700 mAh Battery,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,4.1
"Samsung Galaxy M16 5G (Blush Pink, 128 GB)",13999,11990,6,206,14% off,50MP Rear Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,4.1
Kechaoda K200,1700,999,14,407,41% off,0.3MP Rear Camera,1 core processor Processor,400 mAh Battery,32 MB RAM | 32 MB ROM,3.3 cm (1.3 inch) Display,4
"OPPO F29 Pro 5G (Marble White, 128 GB)",32999,25999,83,1057,21% off,50MP + 2MP | 16MP Front Camera,Dimensity 7300 Processor,6000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.4
"Tecno Spark Go 1 (Glittery White, 64 GB)",8599,6899,69,1407,19% off,13MP Rear Camera | 8MP Front Camera,Unisoc T61 Processor,5000 mAh Battery,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,4.3
"Samsung Galaxy A16 5G (Blue Black, 128 GB)",21499,17499,183,3137,18% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.2
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
Jmax Touch,2199,999,2,20,54% off,1MP Rear Camera,1 Year Service Center Warranty,3000 mAh Battery,32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,3.7
"Samsung M06 5G (Sage Green, 128 GB)",13999,11384,18,196,18% off,50MP Rear Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,4.1
"Nokia 106 4G Keypad Mobile, Long-Lasting Battery, MicroSD Card Slot",2999,2499,275,4182,16% off,0MP | 0MP Front Camera,Unisoc T107 Processor,1450 mAh Battery,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,3.9
"OPPO A3x 5G (Starry Purple, 64 GB)",14999,10999,145,3233,26% off,8MP Rear Camera | 5MP Front Camera,Dimensity 6300 Processor,5100 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.2
"CMF by Nothing Phone 2 Pro (Orange, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"Samsung Galaxy A06 5G (Light Green, 64 GB)",12499,9289,63,813,25% off,50MP + 50MP | 2MP + 2MP Dual Front Camera,MEDIATEK Processor,5000 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,4
"IQOO Z9S 5G (Onyx Green, 256 GB)",27999,24999,531,8518,10% off,50MP + 50MP | 2MP Dual Front Camera,MediaTek Dimensity 7300 5G Processor,5500 mAh Battery,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Full HD+ AMOLED Display,4.4
"vivo Y400 Pro 5G (Freestyle White, 128 GB)",29999,24999,14,291,16% off,50MP + 2MP | 32MP Front Camera,Dimensity 7300 Processor,5500 mAh Battery,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,4.4
"Samsung M55s (Coral Green, 128 GB)",28999,18989,13,164,34% off,50MP Rear Camera,1 Year,5000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,4.1
"Motorola g04s (Sea Green, 64 GB)",9999,7299,1642,29839,27% off,50MP Rear Camera | 5MP Front Camera,T606 Processor,5000 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,4.2
"Motorola Edge 50 Ultra 5G (Peach Fuzz, 512 GB)",64999,44999,322,2940,30% off,50MP + 50MP + 64MP | 50MP Front Camera,8s Gen 3 Mobile Platform Processor,4500 mAh Battery,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Display,4.3
hmd 110,1799,1319,22,398,26% off,0.2MP Rear Camera,1 Year Replacement Warranty For Device And 6 Months Manufacturer Warranty For Inbox Accessories Including Battery From The Date of Purchase,1000 mAh Battery,4 MB RAM | 4 MB ROM,5.08 cm (2 inch) NA Display,3.8
"Apple iPhone 15 Plus (Green, 128 GB)",79900,71999,2571,45792,9% off,48MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A16 Bionic Chip, 6 Core Processor Processor",128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,4.6
"Samsung Galaxy A16 5G (Gold, 128 GB)",21499,17499,183,3137,18% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.2
"realme 14 Pro+ 5G (Pearl White, 512 GB)",39999,37999,738,6243,5% off,50MP + 50MP + 8MP | 32MP Front Camera,7s Gen 3 Mobile Platform Processor,6000 mAh Battery,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,4.4
"realme 14 Pro+ 5G (Suede Grey, 512 GB)",39999,37999,738,6243,5% off,50MP + 50MP + 8MP | 32MP Front Camera,7s Gen 3 Mobile Platform Processor,6000 mAh Battery,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,4.4
"realme 14 Pro 5G (Pearl White, 256 GB)",29999,26999,842,10199,10% off,50MP + 2MP | 16MP Front Camera,Dimensity 7300 Energy Processor,6000 mAh Battery,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,4.4
"realme 14 Pro 5G (Jaipur Pink, 128 GB)",27999,24999,842,10199,10% off,50MP + 2MP | 16MP Front Camera,Dimensity 7300 Energy Processor,6000 mAh Battery,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,4.4
"realme 14 Pro 5G (Pearl White, 128 GB)",27999,24999,842,10199,10% off,50MP + 2MP | 16MP Front Camera,Dimensity 7300 Energy Processor,6000 mAh Battery,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Full HD+ Display,4.4
"OnePlus Nord CE4 (Dark Chrome, 256 GB)",26999,26390,1341,23940,2% off,50MP Rear Camera,OxygenOS 14.0 Processor,5500 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,4.4
HOTLINE V66,999,490,18,332,50% off,1.3MP Rear Camera,The Hotline Mobiles has 3 Months Manufacture’s Warranty & after Warranty period we would like to help our customers with the best possible service under low expenses,1000 mAh Battery,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,3.6
"Apple iPhone 16 Plus (Teal, 256 GB)",99900,89999,171,3067,9% off,48MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A18 Chip, 6 Core Processor Processor",256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,4.6
"OPPO A3 Pro 5G (Moonlight Purple, 128 GB)",20999,16299,109,2385,22% off,50MP + 50MP + 2MP | 13MP Dual Front Camera,Dimensity 6300 5G Mobile Platform Processor,5100 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD Display,4.3
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"CMF by Nothing Phone 2 Pro (Black, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
Samsung SM-B310EZDDINS,1999,928,517,8049,53% off,0MP | 0MP Front Camera,NA Processor,800 mAh Battery,100 MB RAM | 100 MB ROM | Expandable Upto 100 MB,4.57 cm (1.8 inch) VGA Display,3.2
hmd 110,1799,1319,22,398,26% off,0.2MP Rear Camera,1 Year Replacement Warranty For Device And 6 Months Manufacturer Warranty For Inbox Accessories Including Battery From The Date of Purchase,1000 mAh Battery,4 MB RAM | 4 MB ROM,5.08 cm (2 inch) NA Display,3.8
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"Google Pixel 9 (Peony, 256 GB)",79999,64999,316,3198,18% off,50MP + 48MP | 10.5MP Front Camera,Google Tensor G4 Processor,4700 mAh Battery,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Display,4.5
"Samsung Galaxy A16 5G (Blue Black, 128 GB)",21499,17499,183,3137,18% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6300 Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.2
Nokia 110 4G,,3299,70,1160,,0.08MP Rear Camera,T107 Processor,1450 mAh Battery,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,4
"Motorola G34 5G (Ice Blue, 128 GB)",14999,11999,10026,146858,20% off,50MP + 2MP | 16MP Front Camera,Snapdragon 695 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) HD+ Display,4.2
"Motorola G32 (Mineral Gray, 128 GB)",18999,10999,9972,127547,42% off,50MP + 8MP + 2MP | 16MP Front Camera,Qualcomm Snapdragon 680 Processor,5000 mAh Lithium Polymer Battery,8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,4.2
"Apple iPhone 16 (White, 512 GB)",109900,99999,793,19106,9% off,48MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A18 Chip, 6 Core Processor Processor",512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,4.6
"OPPO Reno 12 5G (Matte Brown, 256 GB)",43999,32999,449,6829,25% off,50MP + 8MP + 2MP | 32MP Front Camera,Dimensity 7300 Energy Processor,5000 mAh Battery,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Full HD+ Display,4.4
"Samsung Galaxy S23 5G (Cream, 128 GB)",89999,44999,5408,79125,50% off,50MP + 10MP + 12MP | 12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh Lithium Ion Battery,8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,4.6
"Samsung Galaxy S25 5G (Navy, 256 GB)",,80999,271,2075,,50MP + 10MP + 12MP | 12MP Front Camera,8 Elite for Galaxy Processor,4000 mAh Battery,12 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,4.6
Kechaoda A26,1499,895,1586,28250,40% off,0MP | 0MP Front Camera,NA Processor,800 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) QVGA Display,4
itel Super Guru 4G | King Media | Youtube | UPI,2099,1759,30,483,16% off,0.3MP Rear Camera,1 year manufacturer Warranty,1000 mAh Battery,64 MB RAM | 128 MB ROM | Expandable Upto 32 GB,5.08 cm (2 inch) Display,3.7
"realme 13 Pro+ 5G (Monet Gold, 256 GB)",36999,24999,1522,15064,32% off,50MP + 8MP + 50MP | 32MP Front Camera,Snapdragon 7s Gen2 Processor,5200 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.4
itel Ace2 Power,1399,1351,29,451,3% off,2500 mAh Battery,,"12+1 Months Domestic Warranty for device
6 months for accessories",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,4.1
"Alcatel V3 Classic 5G (Halo White, 128 GB)",19999,12999,9,16,35% off,50MP Dual Camera | 8MP Front Camera,Dimensity 6300 Processor,5200 mAh Battery,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,3.6
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"REDMI Note 14 SE 5G (Mystique White, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"realme 14 Pro+ 5G (Pearl White, 256 GB)",35999,31999,1493,11228,11% off,50MP + 50MP + 8MP | 32MP Front Camera,7s Gen 3 Mobile Platform Processor,6000 mAh Battery,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,4.4
"Alcatel V3 Classic 5G (Cosmic Grey, 128 GB)",17999,10999,8,29,38% off,50MP Dual Camera | 8MP Front Camera,Dimensity 6300 Processor,5200 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.3
"CMF by Nothing Phone 2 Pro (Black, 128 GB)",22999,18999,1311,15881,17% off,50MP + 50MP + 8MP | 16MP Front Camera,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,4.4
"REDMI Note 14 SE 5G (Titan Black, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
"Samsung Galaxy A15 5G (Blue Black, 128 GB)",21499,16999,241,4084,20% off,50MP + 5MP + 2MP | 13MP Front Camera,Dimensity 6100+ Processor,5000 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,4.3
"itel A50C (Dawn Blue, 32 GB)",6199,6198,13,336,,8MP Rear Camera,1 year manufacturer warranty,4000 mAh Battery,2 GB RAM | 32 GB ROM,16.94 cm (6.67 inch) Display,4.1
"vivo Y400 Pro 5G (Nebula Purple, 256 GB)",31999,26999,14,291,15% off,50MP + 2MP | 32MP Front Camera,Dimensity 7300 Processor,5500 mAh Battery,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,4.4
"Apple iPhone 14 (Blue, 256 GB)",69900,62990,11692,313551,9% off,12MP + 12MP | 12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,"A15 Bionic Chip, 6 Core Processor Processor",256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,4.6
Jmax iverve,2399,999,9,130,58% off,1.3MP Rear Camera,NA Processor,2000 mAh Battery,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) NA Display,3.7
"POCO M6 Plus 5G (Misty Lavender, 128 GB)",17999,11499,724,11513,36% off,108MP + 2MP | 13MP Front Camera,Snapdragon 4 Gen2 AE Processor,5030 mAh Battery,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,4.2
"itel it5027 6.1cm Screen,1200mAh Battery Wireless FM Radio with Recording,KingVoice",1599,1549,81,1667,3% off,0.3MP + 0MP | 0MP Front Camera,NA Processor,1200 mAh Battery,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) NA Display,4
"REDMI Note 14 5G (Titan Black, 256 GB)",24999,19817,80,1322,20% off,50MP Rear Camera,1 Year,5110 mAh Battery,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,4.2
MOTOROLA A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32GB,1849,1499,71,1341,18% off,1750 mAh Battery,,2 Years Domestic Replacement Warranty,4 MB RAM | 0.05 GB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,4.1
UiSmart Ui-06,2499,1650,310,3535,33% off,2MP + 0MP | 0MP Front Camera,Feature Phone Processor,1050 mAh Battery,512 MB RAM | 256 MB ROM | Expandable Upto 32 TB,4.5 cm (1.77 inch) QVGA Display,4
"OPPO F29 Pro 5G (Marble White, 256 GB)",34999,27999,83,1057,20% off,50MP + 2MP | 16MP Front Camera,Dimensity 7300 Processor,6000 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.4
"OnePlus Nord 4 5G (Obsidian Midnight, 256 GB)",32999,27599,233,3748,16% off,50MP Rear Camera,1 Year,5500 mAh Battery,8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,4.5
"OPPO F29 Pro 5G (Granite Black, 256 GB)",34999,27999,83,1057,20% off,50MP + 2MP | 16MP Front Camera,Dimensity 7300 Processor,6000 mAh Battery,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.4
"OPPO F29 Pro 5G (Granite Black, 128 GB)",32999,25999,83,1057,21% off,50MP + 2MP | 16MP Front Camera,Dimensity 7300 Processor,6000 mAh Battery,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,4.4
"OPPO A3x 5G (Starry Purple, 128 GB)",15999,11999,145,3233,25% off,8MP Rear Camera | 5MP Front Camera,Dimensity 6300 Processor,5100 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.2
"OPPO A3x 5G (Sparkle Black, 64 GB)",14999,10999,145,3233,26% off,8MP Rear Camera | 5MP Front Camera,Dimensity 6300 Processor,5100 mAh Battery,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,4.2
"Tecno Camon 30 5G (Basaltic Dark, 512 GB)",32999,23999,13,171,27% off,50MP + 2MP | 50MP Front Camera,Dimensity 7020 5G Processor,5000 mAh Battery,12 GB RAM | 512 GB ROM | Expandable Upto 0 TB,17.22 cm (6.78 inch) Display,4
"REDMI A5 (Pondicherry Blue, 128 GB)",9999,7499,96,1782,25% off,32MP Rear Camera | 8MP Front Camera,T7250 Processor,5200 mAh Battery,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,4.2
"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",19999,14999,8,375,25% off,50MP + 8MP + 2MP | 20MP Front Camera,Dimensity 7025 Ultra Processor,5110 mAh Battery,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,4.1
